	CGM_0	CGM_1	CGM_2	CGM_3
fc84a25f-3de3-4ae1-b918-e62a1a685428	2.65953910224215	2.885050983763777	2.7083963983590635	1.687303383279556
acc53772-3f05-4d89-9cb2-3784007f96f6	3.2664442854288227	1.886888961521074	2.4013746916160255	1.3629478758471025
59ad9fc4-6584-4d95-b4d0-2b2b99b85efa	4.044913226582136	2.7234445622911645	3.187179587568058	1.6711662134951035
472e3377-06dc-42ff-9c0f-1c086144b637	3.3388221345409517	3.9196732517406065	2.498959102012679	2.605640586393805
3bc655bf-2b44-4d75-b1d6-47c12e1af743	1.2865577840764117	1.3665354400633163	3.0054202264388716	3.3573029625279482
9af3d59a-70f4-4bab-b3dc-eb76648272d7	3.4902137997487803	2.298133846564619	3.229423545511321	3.5807537539486014
3c5d447f-7b0a-48db-a155-189f73e7f7da	1.0757948604617513	1.3528989779815683	4.315404155150753	2.986803570119866
7bef9a78-a90f-447f-bdaa-3e9b821d5968	2.34724981261042	3.618735854771807	3.53628711082104	3.0992842652746875
99d9ed5a-e689-47cb-abb2-0c6a69772fe2	2.0727623583347494	3.6241866032633756	3.9442661467563034	2.865412175897128
cb2a6de7-fbad-4101-aeae-c191e64818ae	1.654948832025422	2.573564910095083	4.495247960381625	4.92280446637356
796b5af5-3ea6-49e3-abc1-ea02ff426a00	3.3391496357528276	2.845059456287057	3.8728463210847575	4.088618090126507
ac728bb8-2b0c-4a0a-9c80-23e0fb768393	3.0416042080654577	2.642696120663633	3.2089043059277453	2.7209816789537
827a9b0c-9833-42b5-a27f-308e8107c14e	2.084124979198415	3.8548789867302076	4.000837008467646	2.939517532507502
b7ee9c20-cf93-4c93-be18-623a05620ebb	3.3484587345318575	1.5738817015229256	0.7090133768564928	0.9625629334189059
670c590f-ab3a-4da6-a725-21ab5ae09286	3.9274048973255558	1.806643954585623	2.452731225917039	2.9273416567314663
f2f0faf2-f758-48fc-ab5c-22742780b5ba	3.3742222965394184	2.6691622083219237	2.758022912269318	1.597160646028267
a422753c-ed27-46a4-a96f-fa2e3d301a2f	2.3538724300339977	4.329423148831853	3.6175458540114795	3.075273078525496
586d971a-7150-4a98-bb9b-68695f6a8a7d	2.2038040708891318	2.854105606212796	3.948739681335146	4.4578370828570915
b1f22228-9e1b-42a3-8f60-ff0e60b4612b	3.559905029147277	3.374564980208422	3.2083448612660272	3.3472222804155054
a1abdff1-2677-4c32-a91c-cb1623ef462c	2.0558060994442853	3.8947671973304208	4.089811548477976	4.61578596951927
5595d7c4-5d84-4e45-92d6-b51bcbc87204	3.8714943765320244	1.2857139144699057	2.950694222406908	1.1619253956289632
f792eb0c-3d43-4bcc-a6f5-9bb72551c54a	3.7598709311791674	1.5848646202625873	1.5937826347457893	2.156782651703326
3f8e9328-2b3d-4f66-a5ee-77690a590d5f	3.856592409321711	2.121569775270725	1.2554780740548008	1.34289296515369
a34b462b-acee-42e1-846f-cdf94360e19d	1.7058694688260012	2.4576809250179346	4.322668060015883	2.7539964335124063
eeefab43-73ac-4506-9d38-587f9e6d1394	3.5084784943090144	1.3693023257028407	3.751166727715973	2.5618176241689863
676db5bd-e3c3-4bc6-ac5c-0240f2a9278a	4.003614492323884	1.9688262692900025	2.5163838987679408	1.5808925468335193
48c06ad1-fb6f-4da9-9f29-f739b3c9eb5b	2.6308014766174255	1.3320493523697803	0.7815858128048441	0.8303451785256993
51a41e15-b4aa-414d-97df-5ea3b2311a8f	3.771792550878304	2.8687271477696843	2.2437311877494714	1.9525360177972437
fb9fb5e4-e0e0-4d13-9628-898ed183f1d9	2.560085351418408	4.216356838116291	3.861384830384169	4.384088018730047
60c2f887-6ef8-46f4-83e0-98186ac62ad0	1.8088770024546752	3.074397110290078	3.543207773828722	4.237338380892713
c3bb09b6-f161-44d1-a4f4-9733ffd20207	3.5433722376148604	1.2340342801653537	1.7337231392876455	1.4114771743206158
4db5b08c-f015-4cd3-b0ce-3bdb4d124b15	1.680545074896254	4.14620446359428	3.838236377314508	2.260547767403819
762ea2fc-6b8d-4d68-9b2a-98a40b584065	1.5515743520013636	4.93096637662732	3.184869686246294	2.520505027211826
89cbbe72-9061-41dc-ab10-d05112727eb5	4.003307911537132	1.6763832818798146	1.666788674733276	2.1165604708279995
efec9ce7-6478-4af4-9d66-5b554e715bcb	0.9234966544427491	1.4591450462666435	5.123834262685765	3.619727657773256
