	FGM_0	FGM_1
3eb51a70-fec9-4f37-9f16-ac74229f68e9	1.7710217286836212	1.284828891586415
9d85ecd9-deef-474f-8dca-7fbbee531e7f	1.6958142572690058	0.9313187126426842
90fb6b38-0bc5-47ea-8142-d329503615fe	2.043762198686694	0.8871084351690992
e6c6d387-dbaa-441a-a0d4-84e355926bcf	1.335314291478229	0.8613892218262169
ca6e88bc-2456-4987-beb0-d3700e7e71dc	1.2918508706882192	1.079165745822198
f969aca2-3b08-4fbd-beea-82b5f1c7f981	1.510404624028348	1.3728770770221241
bc89c589-8a4f-4df9-963b-9d7a2cdedbdd	1.458221613759803	0.8613845290281379
57b8b640-efcf-426f-bc01-82c4c58ff02c	1.4992529108270665	0.9140447883133493
07355e77-912a-458c-abb0-01533f5d4a9e	1.501472790857363	0.9260172043761893
a4301a19-9d37-4298-bf6f-08d72f083e40	1.3616908954132978	1.1350449677441667
4d99171a-0545-4eb4-b99a-ee0d4db75920	1.3336188235182853	0.6278283017937231
d7340acb-9a98-4153-9766-a6748933441d	1.529566951142654	0.5287561806842096
d675b344-9a99-4ebc-8297-397bf1674e25	1.6091714973252913	1.0826967332001223
2df2d356-db5d-4c2c-b0e7-8ee7bc25e68c	1.467167879965198	0.6707456714551382
5916b276-8e9d-41e6-8c41-3030c48cbdce	1.5199764967765	0.8636358436965198
5e5d8a76-04b4-4946-8715-6b61ac46783f	1.8884614772800574	0.7662330391202625
fdd30c10-1cff-49c4-8acc-a1fc9f3dda83	2.829153785174685	0.6963962221750737
7b281a36-35de-4979-8684-b7399e9f7edb	1.3101620734836077	0.8302956776058128
f4633f46-6081-4ab3-a53c-9497df3c4616	1.726189826483033	0.8461617040035592
a57fab5c-b3a2-46b8-be89-dbbd0444a2ad	1.543031691383366	0.9001885915007628
4d356fe2-d8c0-4e7a-bc54-98887c7d0847	1.2043754210128996	0.9243815581698035
ad22b08f-0bc2-4bf3-96c2-9cb3d65c0718	1.3964102281836441	1.0442841034482417
4c98cba9-9640-4e1f-8ae0-292b5d74f8c1	1.626151693044109	1.1290512660389418
0c1581e7-b516-4eae-83d6-e6b12d778be9	1.5310696084339925	0.9175845586969766
4355a25b-da41-4e70-8c23-1d5ddfdbf7ea	1.4989439907240134	0.557745486628211
5581bfdc-8192-4e79-bf83-0c61d504dc62	1.3774994157299156	1.139254120572414
4f9f672d-2d55-4500-a2ae-509b50fc134d	1.2550151466152188	1.101425347933724
d8384652-223f-406d-ac4d-4bb0d668032c	1.510183276450635	0.953525325234706
3e0cf0a5-3791-4baa-9adf-f5b752ea48a4	1.3339607092812937	1.1755149295835197
66db3c55-5648-44d5-893b-a3037e1c2f9d	1.4089164951741049	0.8237972154486675
a1d27fd6-5666-4124-a317-a1f6cd2b2935	1.8199100199516893	1.3026723509178144
cab65bb2-c00e-49b0-a7da-1096939debef	1.92992669089848	0.5199646507148852
54d3e578-c36e-4a04-b3b8-d6e40de39c6a	1.3858059381227439	0.8109118137614155
6f4576f3-571b-4e51-85d1-78ffeb174303	1.1838983435893895	0.9900852764359366
6cffeba2-09ae-44eb-8299-f16c1caba2cc	1.577071508146309	0.5838329519709027
6b3b49fb-5c2a-4906-bc17-1710e0f823d5	1.4174869238120238	0.9955121296913803
b5a579fb-51e6-47d2-b681-a4f5c75dadba	1.5301984334326675	0.9052341457741747
a94c3c43-d23c-444f-b4d2-78cfa60aad3a	1.4102240885028268	0.7134976309379296
f263d517-208d-4048-850e-dbc477cedb92	1.1743620480164032	0.8995322954833105
d8a8fb13-b8db-4294-8f50-1f3087020ee9	1.6338306423716247	0.8438877200696024
2660e6c6-b4c6-4d29-b048-4ce588b9e1e2	1.261347057115256	1.066067211635733
96870eaf-bb4e-4896-87a0-b1e0d2078d73	1.2748619371949674	0.8388489658288485
a4dbc388-4b0d-499a-82a8-77ca1aed53da	1.684222230895405	0.8865516889109273
5c773161-8a5d-4d0d-93b7-0f7d584350c8	2.7284760992964476	0.7967670852962214
4beaecff-c266-41a3-981a-27d9b049196b	1.6648690437488451	1.0490252852857105
e474edea-089b-4b2d-9911-211514cc2629	1.312149243477707	1.0293527693101736
237bada3-a0f0-4604-a492-e3182f46a074	1.3302578354467236	1.175522024693027
e3eb9c78-ef7a-4f68-8786-e76f5803846b	1.3260187823346816	0.9238805087795867
4a152654-5dac-461e-a760-ebcf379b437b	1.714761971822678	0.6132574221700955
1f517491-321e-44e9-9aa8-082267ec9607	1.22196742632046	1.051324007711295
59fadaa4-90c8-4f4c-8a34-3b055a1f73a6	1.6400411630941842	1.0893690106900031
0d9f45b0-f107-46cf-8683-8d9cbb93a8bf	1.6076452678922595	1.0485063637977574
094bd0ca-5f46-4ff7-b674-04c5b9001951	1.3923218088602551	0.9679695621555826
efc448d3-a3c6-4df9-a626-907ce3d5bcfc	1.3873313828478833	0.9516272241212324
a9244207-0090-465b-ac79-20f4c66066b5	1.3687276790618954	0.7418938440455237
9fa569e3-0c99-4fbb-b01a-e5e8e8115954	1.3348327307615375	0.7979718825789155
6f61614f-6903-4ca9-ad1c-1055d67b6780	2.1439151485497736	0.6240821159792038
048da4d7-cab0-49c5-8bc9-78b1bf0b365b	1.2562832240312563	0.9469241566436922
eb5e573d-46b3-47f4-a761-df02765bd899	1.4903856422988084	1.0053719785516584
960daf2a-8884-43bd-ab4f-06dadf4f8f61	1.3311902558135231	0.8275633791398418
c6035ac1-1356-4e1a-bec1-d950b3711f67	1.374481697425311	1.0130113762729365
b6b31a7a-dc07-4168-b147-2a67a0e4a73e	1.6350729523329832	1.3167687388856004
70148228-2225-426d-998c-bc5fa1443881	1.617877660897336	0.6920748678518948
fc84a25f-3de3-4ae1-b918-e62a1a685428	1.5566060409821478	1.135682698565266
acc53772-3f05-4d89-9cb2-3784007f96f6	1.6516852043121586	0.9181387622956064
59ad9fc4-6584-4d95-b4d0-2b2b99b85efa	1.5149698484245926	1.1062723488585202
472e3377-06dc-42ff-9c0f-1c086144b637	1.6492001279750297	1.032686153698637
3bc655bf-2b44-4d75-b1d6-47c12e1af743	1.27464981527468	0.8536297917046284
9af3d59a-70f4-4bab-b3dc-eb76648272d7	1.3188235458377036	0.952731594914822
3c5d447f-7b0a-48db-a155-189f73e7f7da	1.1484110815820066	0.7051754921137388
