source	signature	M	K	n	k	p	overlap_genes	fdr	module
xCell	Hepatocytes_HPCA_1	1200	238	28	7	0.3120944038276364	BHMT|CEACAM1|CYP2J2|CYP4F12|ELF3|HMGCS2|SPINK1	0.9913586945113158	0
xCell	Epithelial cells_FANTOM_1	1200	238	11	3	0.37703773202106317	CLDN4|KRT7|RAB25	0.999995020032179	0
xCell	Epithelial cells_FANTOM_3	1200	238	16	4	0.39515136125709266	CLDN4|EHF|ELF3|KRT7	0.999995020032179	0
xCell	Mesangial cells_ENCODE_3	1200	238	8	2	0.49225864064493485	HNF1B|WNT7B	0.999995020032179	0
xCell	Neurons_ENCODE_3	1200	238	11	2	0.6741585941910392	PKIA|POU3F1	0.999995020032179	0
xCell	Sebocytes_FANTOM_3	1200	238	28	5	0.6800150841213402	C1orf116|ENTPD3|PTK6|RAB25|TMEM40	0.999995020032179	0
xCell	Neurons_ENCODE_2	1200	238	18	3	0.7248870470292278	ID1|PKIA|POU3F1	0.999995020032179	0
xCell	Endothelial cells_BLUEPRINT_3	1200	238	6	1	0.7353845093880853	MMRN2	0.999995020032179	0
xCell	Keratinocytes_HPCA_2	1200	238	36	6	0.7497163509858212	B3GNT3|C1orf116|PRSS8|PTK6|RAB25|TMEM40	0.999995020032179	0
xCell	Fibroblasts_ENCODE_3	1200	238	7	1	0.788130310699338	KRT19	0.999995020032179	0
xCell	Memory B-cells_BLUEPRINT_1	1200	238	7	1	0.788130310699338	CHP2	0.999995020032179	0
xCell	MPP_FANTOM_1	1200	238	8	1	0.8303976921356813	ABO	0.999995020032179	0
xCell	Monocytes_HPCA_3	1200	238	8	1	0.8303976921356813	UPK3A	0.999995020032179	0
xCell	Hepatocytes_FANTOM_1	1200	238	34	5	0.8361122135592919	ANXA10|BHMT|PPP1R3C|SPINK1|SULT2A1	0.999995020032179	0
xCell	Keratinocytes_HPCA_3	1200	238	35	5	0.8548939228143941	B3GNT3|C1orf116|PTK6|RAB25|TMEM40	0.999995020032179	0
xCell	Keratinocytes_ENCODE_3	1200	238	9	1	0.8642612401824161	TMEM40	0.999995020032179	0
xCell	Monocytes_FANTOM_1	1200	238	9	1	0.8642612401824161	UPK3A	0.999995020032179	0
xCell	Fibroblasts_ENCODE_1	1200	238	9	1	0.8642612401824161	KRT19	0.999995020032179	0
xCell	MPP_FANTOM_2	1200	238	9	1	0.8642612401824161	ABO	0.999995020032179	0
xCell	DC_FANTOM_3	1200	238	9	1	0.8642612401824161	TACSTD2	0.999995020032179	0
xCell	Hepatocytes_FANTOM_3	1200	238	30	4	0.8759582658859479	ANXA10|BHMT|SPINK1|SULT2A1	0.999995020032179	0
xCell	Keratinocytes_ENCODE_2	1200	238	17	2	0.8803329803891827	RAB25|TMEM40	0.999995020032179	0
xCell	Keratinocytes_FANTOM_1	1200	238	62	9	0.8965533877289131	C1orf116|CBLC|EPN3|FGFR3|PLCH2|PRSS8|RAB25|SORL1|TMEM40	0.999995020032179	0
xCell	Keratinocytes_FANTOM_2	1200	238	44	6	0.8978030846849068	C1orf116|CBLC|EPN3|PLCH2|PRSS8|RAB25	0.999995020032179	0
xCell	Sebocytes_FANTOM_1	1200	238	25	3	0.9007521077010728	C1orf116|RAB25|TMEM40	0.999995020032179	0
xCell	Keratinocytes_FANTOM_3	1200	238	46	6	0.9202233210771082	C1orf116|CBLC|EPN3|PLCH2|PRSS8|RAB25	0.999995020032179	0
xCell	Mesangial cells_FANTOM_1	1200	238	40	5	0.9239289524684613	CLDN4|ELF3|HNF1B|PPARG|WNT7B	0.999995020032179	0
xCell	Mesangial cells_FANTOM_3	1200	238	53	7	0.9272491168263159	CLDN4|ELF3|GPRC5C|HNF1B|HPGD|KRT19|PPARG	0.999995020032179	0
xCell	Hepatocytes_FANTOM_2	1200	238	34	4	0.9296997049757418	ANXA10|BHMT|SPINK1|SULT2A1	0.999995020032179	0
xCell	Smooth muscle_FANTOM_1	1200	238	12	1	0.9305017825793503	KRT19	0.999995020032179	0
xCell	Sebocytes_FANTOM_2	1200	238	22	2	0.9516844304996571	RAB25|TMEM40	0.999995020032179	0
xCell	Keratinocytes_HPCA_1	1200	238	14	1	0.9555679528253705	PTK6	0.999995020032179	0
xCell	Keratinocytes_ENCODE_1	1200	238	23	2	0.959924145589729	RAB25|TMEM40	0.999995020032179	0
xCell	Melanocytes_FANTOM_2	1200	238	28	2	0.984606611057165	CEACAM1|TCN1	0.999995020032179	0
xCell	Melanocytes_FANTOM_3	1200	238	37	3	0.9867770662947748	CEACAM1|TBX2|TCN1	0.999995020032179	0
xCell	Astrocytes_FANTOM_2	1200	238	54	3	0.999456642689332	IGFBP3|PPP1R3C|SLC14A1	0.999995020032179	0
xCell	Astrocytes_FANTOM_3	1200	238	67	3	0.9999600546350838	IGFBP3|PPP1R3C|SLC14A1	0.999995020032179	0
xCell	Astrocytes_FANTOM_1	1200	238	77	3	0.999995020032179	IGFBP3|PPP1R3C|SLC14A1	0.999995020032179	0
BostonGene	CAF	1200	238	13	1	0.9444248261366859	FBLN1	0.9444248261366859	0
xCell	Keratinocytes_FANTOM_1	1200	124	62	35	8.678692746672491e-21	CDH3|CLCA2|COL17A1|DSC3|DSG3|F3|FAT2|FGFBP1|GJB3|GJB5|HES2|ITGA6|ITGB4|KLK5|KRT14|KRT16|KRT17|KRT5|KRT6A|KRT6B|LAMA3|LAMB3|LAMC2|PKP1|PTHLH|S100A14|S100A2|S100A8|S100A9|SERPINB2|SERPINB5|SFN|SOX15|SPRR1B|TNS4	3.992198663469346e-19	1
xCell	Keratinocytes_FANTOM_3	1200	124	46	28	8.02016095845536e-18	CLCA2|COL17A1|DSC3|DSG3|FAT2|FGFBP1|GJB3|GJB5|ITGB4|KLK5|KRT14|KRT16|KRT17|KRT5|KRT6A|KRT6B|LAMA3|LAMB3|LAMC2|PKP1|S100A14|S100A2|S100A8|S100A9|SERPINB5|SFN|SOX15|TNS4	1.844637020444733e-16	1
xCell	Keratinocytes_FANTOM_2	1200	124	44	27	2.5362262618132636e-17	CLCA2|COL17A1|DSC3|DSG3|FAT2|FGFBP1|GJB3|GJB5|ITGB4|KLK5|KRT14|KRT16|KRT17|KRT5|KRT6A|KRT6B|LAMA3|LAMB3|PKP1|S100A14|S100A2|S100A8|S100A9|SERPINB5|SFN|SOX15|TNS4	3.888880268113671e-16	1
xCell	Keratinocytes_HPCA_3	1200	124	35	20	3.877824266593716e-12	CLCA2|DSC3|DSG3|F3|FGFBP1|GJB3|GJB5|HES2|KRT14|KRT5|KRT6B|KRT6C|LY6D|PI3|PKP1|S100A14|SERPINB5|SFN|SOX15|SULT2B1	4.4594979065827734e-11	1
xCell	Keratinocytes_HPCA_2	1200	124	36	20	7.986276539448822e-12	CLCA2|DSC3|DSG3|F3|FGFBP1|GJB3|GJB5|HES2|KRT14|KRT5|KRT6B|KRT6C|LY6D|PI3|PKP1|S100A14|SERPINB5|SFN|SOX15|SULT2B1	7.347374416292917e-11	1
xCell	Keratinocytes_ENCODE_1	1200	124	23	15	1.759780056541954e-10	DSG3|F3|FGFBP1|GJB5|HES2|KRT5|KRT6B|KRT6C|LY6D|PI3|S100A14|SERPINB5|SFN|SOX15|SULT2B1	1.3491647100154983e-09	1
xCell	Sebocytes_FANTOM_2	1200	124	22	14	1.2340139903045494e-09	DSG3|FGFBP1|GJB5|HES2|KRT6B|KRT6C|KRT75|PDZK1IP1|PI3|PKP1|S100A14|SFN|SOX15|SULT2B1	8.109234793429897e-09	1
xCell	Sebocytes_FANTOM_3	1200	124	28	15	8.544765775143394e-09	DSG3|FGFBP1|GJB3|GJB5|HES2|KRT6B|KRT6C|KRT75|PDZK1IP1|PI3|PKP1|S100A14|SFN|SOX15|SULT2B1	4.9132403207074514e-08	1
xCell	Sebocytes_FANTOM_1	1200	124	25	14	1.3098368444442935e-08	DSG3|FGFBP1|GJB5|HES2|KRT6B|KRT6C|KRT75|PDZK1IP1|PI3|PKP1|S100A14|SFN|SOX15|SULT2B1	6.694721649381944e-08	1
xCell	Keratinocytes_ENCODE_2	1200	124	17	10	1.0206096017267852e-06	DSG3|FGFBP1|GJB5|HES2|KRT6B|KRT6C|PI3|S100A14|SFN|SOX15	4.694804167943212e-06	1
xCell	Keratinocytes_HPCA_1	1200	124	14	9	1.3070673589897905e-06	CLCA2|DSG3|FGFBP1|KRT14|KRT5|KRT6C|LY6D|SERPINB5|SULT2B1	5.465918046684579e-06	1
xCell	Epithelial cells_ENCODE_3	1200	124	22	11	2.4612272770034834e-06	DSG3|F3|FGFBP1|GJB3|GJB5|HES2|PI3|RHOD|S100A14|SFN|SOX15	9.434704561846687e-06	1
xCell	Keratinocytes_ENCODE_3	1200	124	9	7	3.242131763775945e-06	DSG3|FGFBP1|GJB5|KRT6B|S100A14|SFN|SOX15	1.147215854874565e-05	1
xCell	Epithelial cells_FANTOM_2	1200	124	23	10	3.4771245339429385e-05	DSC2|EGFR|HMGA2|ITGB4|KRT17|LAMA3|LAMB3|S100A2|SFN|THBD	0.00011424837754383942	1
xCell	Epithelial cells_FANTOM_3	1200	124	16	8	6.603345156238114e-05	DSC2|ITGB4|KRT6A|LAMA3|LAMB3|S100A14|SFN|SLPI	0.00020250258479130215	1
xCell	Epithelial cells_FANTOM_1	1200	124	11	6	0.0003239571778379037	DSC2|ITGB4|LAMA3|LAMB3|SFN|THBD	0.0009313768862839731	1
xCell	Epithelial cells_ENCODE_2	1200	124	9	5	0.000976561626758668	HES2|RHOD|S100A14|SFN|SOX15	0.0026424608724058074	1
xCell	Epithelial cells_HPCA_2	1200	124	7	4	0.0029738014679410165	F3|S100A14|SFN|SLPI	0.007301774966487296	1
xCell	Epithelial cells_HPCA_3	1200	124	11	5	0.0030159505296360567	F3|HES2|S100A14|SFN|SLPI	0.007301774966487296	1
xCell	Epithelial cells_HPCA_1	1200	124	8	4	0.005474547151438244	F3|S100A14|SFN|SLPI	0.01259145844830796	1
xCell	Memory B-cells_BLUEPRINT_1	1200	124	7	3	0.027629913868041766	DSP|KRT75|PGLYRP4	0.0605226684728534	1
xCell	Epithelial cells_ENCODE_1	1200	124	8	3	0.04092313389800387	HES2|S100A14|SFN	0.08556655269582628	1
xCell	Mast cells_FANTOM_3	1200	124	5	2	0.08600773503080958	ANXA1|KRT1	0.15825423245668963	1
xCell	Mast cells_FANTOM_1	1200	124	5	2	0.08600773503080958	ANXA1|KRT1	0.15825423245668963	1
xCell	Mast cells_FANTOM_2	1200	124	5	2	0.08600773503080958	ANXA1|KRT1	0.15825423245668963	1
xCell	Mesangial cells_ENCODE_3	1200	124	8	2	0.1965191847405113	CPA4|ITGA3	0.34768778838705844	1
xCell	Monocytes_NOVERSHTERN_1	1200	124	11	2	0.31690329192370437	ANXA1|S100A12	0.5399093121663111	1
xCell	Monocytes_FANTOM_3	1200	124	13	2	0.39539665567279497	ANXA1|S100A12	0.6495802200338775	1
xCell	Preadipocytes_ENCODE_3	1200	124	5	1	0.4209221583646737	ANXA1	0.664143134547016	1
xCell	Monocytes_FANTOM_2	1200	124	14	2	0.4331368268784887	ANXA1|S100A12	0.664143134547016	1
xCell	Smooth muscle_HPCA_3	1200	124	6	1	0.4810105703837368	ANXA1	0.7137576205694159	1
xCell	CD8+ Tcm_HPCA_3	1200	124	7	1	0.5349089701093791	KRT1	0.7456306856070133	1
xCell	Basophils_NOVERSHTERN_1	1200	124	7	1	0.5349089701093791	S100A12	0.7456306856070133	1
xCell	Monocytes_HPCA_3	1200	124	8	1	0.5832503680192173	S100A12	0.7891034390848234	1
xCell	Monocytes_FANTOM_1	1200	124	9	1	0.6266035176548019	S100A12	0.8235360517748825	1
xCell	Neurons_ENCODE_3	1200	124	11	1	0.700336999666942	PTPRZ1	0.847776368017877	1
xCell	Basophils_FANTOM_2	1200	124	11	1	0.700336999666942	DSP	0.847776368017877	1
xCell	pro B-cells_HPCA_2	1200	124	11	1	0.700336999666942	DSP	0.847776368017877	1
xCell	Neurons_ENCODE_2	1200	124	18	1	0.8616717606704694	PTPRZ1	0.9998322067985772	1
xCell	Mesangial cells_FANTOM_1	1200	124	40	2	0.9317521056042197	HMGA2|SFN	0.9998322067985772	1
xCell	Hepatocytes_HPCA_3	1200	124	25	1	0.9364551524230748	MT1X	0.9998322067985772	1
xCell	Hepatocytes_HPCA_1	1200	124	28	1	0.9545384886095224	MT1X	0.9998322067985772	1
